CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
4211801,4 - Sul,42,SC,Ouro,7363,2 - 5001 até 10000
4211850,4 - Sul,42,SC,Ouro Verde,2245,1 - Até 5000
4211876,4 - Sul,42,SC,Paial,1577,1 - Até 5000
4211892,4 - Sul,42,SC,Painel,2376,1 - Até 5000
4211900,4 - Sul,42,SC,Palhoça,164926,6 - 100001 até 500000
4212007,4 - Sul,42,SC,Palma Sola,7558,2 - 5001 até 10000
4212056,4 - Sul,42,SC,Palmeira,2586,1 - Até 5000
4212106,4 - Sul,42,SC,Palmitos,16253,3 - 10001 até 20000
4212205,4 - Sul,42,SC,Papanduva,19015,3 - 10001 até 20000
4212239,4 - Sul,42,SC,Paraíso,3613,1 - Até 5000
4212254,4 - Sul,42,SC,Passo de Torres,8370,2 - 5001 até 10000
4212270,4 - Sul,42,SC,Passos Maia,4243,1 - Até 5000
4212304,4 - Sul,42,SC,Paulo Lopes,7360,2 - 5001 até 10000
4212403,4 - Sul,42,SC,Pedras Grandes,4026,1 - Até 5000
4212502,4 - Sul,42,SC,Penha,31025,4 - 20001 até 50000
4212601,4 - Sul,42,SC,Peritiba,2855,1 - Até 5000
4212650,4 - Sul,42,SC,Pescaria Brava,9980,2 - 5001 até 10000
4212700,4 - Sul,42,SC,Petrolândia,6021,2 - 5001 até 10000
4212809,4 - Sul,42,SC,Balneário Piçarras,21884,4 - 20001 até 50000
4212908,4 - Sul,42,SC,Pinhalzinho,19511,3 - 10001 até 20000
4213005,4 - Sul,42,SC,Pinheiro Preto,3480,1 - Até 5000
4213104,4 - Sul,42,SC,Piratuba,4102,1 - Até 5000
4213153,4 - Sul,42,SC,Planalto Alegre,2844,1 - Até 5000
4213203,4 - Sul,42,SC,Pomerode,32334,4 - 20001 até 50000
4213302,4 - Sul,42,SC,Ponte Alta,4767,1 - Até 5000
4213351,4 - Sul,42,SC,Ponte Alta do Norte,3413,1 - Até 5000
4213401,4 - Sul,42,SC,Ponte Serrada,11545,3 - 10001 até 20000
4213500,4 - Sul,42,SC,Porto Belo,20294,4 - 20001 até 50000
4213609,4 - Sul,42,SC,Porto União,35207,4 - 20001 até 50000
4213708,4 - Sul,42,SC,Pouso Redondo,16957,3 - 10001 até 20000
4213807,4 - Sul,42,SC,Praia Grande,7364,2 - 5001 até 10000
4213906,4 - Sul,42,SC,Presidente Castello Branco,1610,1 - Até 5000
4214003,4 - Sul,42,SC,Presidente Getúlio,16996,3 - 10001 até 20000
4214102,4 - Sul,42,SC,Presidente Nereu,2304,1 - Até 5000
4214151,4 - Sul,42,SC,Princesa,2906,1 - Até 5000
4214201,4 - Sul,42,SC,Quilombo,10044,3 - 10001 até 20000
4214300,4 - Sul,42,SC,Rancho Queimado,2871,1 - Até 5000
4214409,4 - Sul,42,SC,Rio das Antas,6246,2 - 5001 até 10000
4214508,4 - Sul,42,SC,Rio do Campo,6043,2 - 5001 até 10000
4214607,4 - Sul,42,SC,Rio do Oeste,7463,2 - 5001 até 10000
4214706,4 - Sul,42,SC,Rio dos Cedros,11431,3 - 10001 até 20000
4214805,4 - Sul,42,SC,Rio do Sul,69188,5 - 50001 até 100000
4214904,4 - Sul,42,SC,Rio Fortuna,4606,1 - Até 5000
4215000,4 - Sul,42,SC,Rio Negrinho,42029,4 - 20001 até 50000
4215059,4 - Sul,42,SC,Rio Rufino,2489,1 - Até 5000
4215075,4 - Sul,42,SC,Riqueza,4670,1 - Até 5000
4215109,4 - Sul,42,SC,Rodeio,11488,3 - 10001 até 20000
4215208,4 - Sul,42,SC,Romelândia,5022,2 - 5001 até 10000
4215307,4 - Sul,42,SC,Salete,7634,2 - 5001 até 10000
4215356,4 - Sul,42,SC,Saltinho,3847,1 - Até 5000
4215406,4 - Sul,42,SC,Salto Veloso,4655,1 - Até 5000
4215455,4 - Sul,42,SC,Sangão,12233,3 - 10001 até 20000
4215505,4 - Sul,42,SC,Santa Cecília,16701,3 - 10001 até 20000
4215554,4 - Sul,42,SC,Santa Helena,2266,1 - Até 5000
4215604,4 - Sul,42,SC,Santa Rosa de Lima,2139,1 - Até 5000
4215653,4 - Sul,42,SC,Santa Rosa do Sul,8356,2 - 5001 até 10000
4215679,4 - Sul,42,SC,Santa Terezinha,8846,2 - 5001 até 10000
4215687,4 - Sul,42,SC,Santa Terezinha do Progresso,2557,1 - Até 5000
4215695,4 - Sul,42,SC,Santiago do Sul,1317,1 - Até 5000
4215703,4 - Sul,42,SC,Santo Amaro da Imperatriz,22609,4 - 20001 até 50000
4215752,4 - Sul,42,SC,São Bernardino,2449,1 - Até 5000
4215802,4 - Sul,42,SC,São Bento do Sul,82842,5 - 50001 até 100000
4215901,4 - Sul,42,SC,São Bonifácio,2899,1 - Até 5000
4216008,4 - Sul,42,SC,São Carlos,11132,3 - 10001 até 20000
4216057,4 - Sul,42,SC,São Cristovão do Sul,5464,2 - 5001 até 10000
4216107,4 - Sul,42,SC,São Domingos,9502,2 - 5001 até 10000
4216206,4 - Sul,42,SC,São Francisco do Sul,50701,5 - 50001 até 100000
4216255,4 - Sul,42,SC,São João do Oeste,6309,2 - 5001 até 10000
4216305,4 - Sul,42,SC,São João Batista,35065,4 - 20001 até 50000
4216354,4 - Sul,42,SC,São João do Itaperiú,3690,1 - Até 5000
4216404,4 - Sul,42,SC,São João do Sul,7268,2 - 5001 até 10000
4216503,4 - Sul,42,SC,São Joaquim,26646,4 - 20001 até 50000
4216602,4 - Sul,42,SC,São José,239718,6 - 100001 até 500000
4216701,4 - Sul,42,SC,São José do Cedro,13897,3 - 10001 até 20000
4216800,4 - Sul,42,SC,São José do Cerrito,8588,2 - 5001 até 10000
4216909,4 - Sul,42,SC,São Lourenço do Oeste,23698,4 - 20001 até 50000
4217006,4 - Sul,42,SC,São Ludgero,12934,3 - 10001 até 20000
4217105,4 - Sul,42,SC,São Martinho,3210,1 - Até 5000
4217154,4 - Sul,42,SC,São Miguel da Boa Vista,1848,1 - Até 5000
4217204,4 - Sul,42,SC,São Miguel do Oeste,39793,4 - 20001 até 50000
4217253,4 - Sul,42,SC,São Pedro de Alcântara,5602,2 - 5001 até 10000
4217303,4 - Sul,42,SC,Saudades,9664,2 - 5001 até 10000
4217402,4 - Sul,42,SC,Schroeder,20095,4 - 20001 até 50000
4217501,4 - Sul,42,SC,Seara,17526,3 - 10001 até 20000
4217550,4 - Sul,42,SC,Serra Alta,3301,1 - Até 5000
4217600,4 - Sul,42,SC,Siderópolis,13870,3 - 10001 até 20000
4217709,4 - Sul,42,SC,Sombrio,29710,4 - 20001 até 50000
4217758,4 - Sul,42,SC,Sul Brasil,2551,1 - Até 5000
4217808,4 - Sul,42,SC,Taió,18261,3 - 10001 até 20000
4217907,4 - Sul,42,SC,Tangará,8738,2 - 5001 até 10000
4217956,4 - Sul,42,SC,Tigrinhos,1695,1 - Até 5000
4218004,4 - Sul,42,SC,Tijucas,36931,4 - 20001 até 50000
4218103,4 - Sul,42,SC,Timbé do Sul,5377,2 - 5001 até 10000
4218202,4 - Sul,42,SC,Timbó,42801,4 - 20001 até 50000
4218251,4 - Sul,42,SC,Timbó Grande,7767,2 - 5001 até 10000
4218301,4 - Sul,42,SC,Três Barras,19146,3 - 10001 até 20000
4218350,4 - Sul,42,SC,Treviso,3863,1 - Até 5000
4218400,4 - Sul,42,SC,Treze de Maio,7098,2 - 5001 até 10000
4218509,4 - Sul,42,SC,Treze Tílias,7545,2 - 5001 até 10000
4218608,4 - Sul,42,SC,Trombudo Central,7211,2 - 5001 até 10000
4218707,4 - Sul,42,SC,Tubarão,104457,6 - 100001 até 500000
4218756,4 - Sul,42,SC,Tunápolis,4597,1 - Até 5000
4218806,4 - Sul,42,SC,Turvo,12746,3 - 10001 até 20000
4218855,4 - Sul,42,SC,União do Oeste,2600,1 - Até 5000
4218905,4 - Sul,42,SC,Urubici,11191,3 - 10001 até 20000
4218954,4 - Sul,42,SC,Urupema,2487,1 - Até 5000
4219002,4 - Sul,42,SC,Urussanga,21177,4 - 20001 até 50000
4219101,4 - Sul,42,SC,Vargeão,3590,1 - Até 5000
4219150,4 - Sul,42,SC,Vargem,2543,1 - Até 5000
4219176,4 - Sul,42,SC,Vargem Bonita,4597,1 - Até 5000
4219200,4 - Sul,42,SC,Vidal Ramos,6356,2 - 5001 até 10000
4219309,4 - Sul,42,SC,Videira,52066,5 - 50001 até 100000
4219358,4 - Sul,42,SC,Vitor Meireles,5056,2 - 5001 até 10000
4219408,4 - Sul,42,SC,Witmarsum,3912,1 - Até 5000
4219507,4 - Sul,42,SC,Xanxerê,49738,4 - 20001 até 50000
4219606,4 - Sul,42,SC,Xavantina,4012,1 - Até 5000
4219705,4 - Sul,42,SC,Xaxim,28210,4 - 20001 até 50000
4219853,4 - Sul,42,SC,Zortéa,3300,1 - Até 5000
4220000,4 - Sul,42,SC,Balneário Rincão,12403,3 - 10001 até 20000
4300034,4 - Sul,43,RS,Aceguá,4759,1 - Até 5000
4300059,4 - Sul,43,RS,Água Santa,3841,1 - Até 5000
4300109,4 - Sul,43,RS,Agudo,17085,3 - 10001 até 20000
4300208,4 - Sul,43,RS,Ajuricaba,7358,2 - 5001 até 10000
4300307,4 - Sul,43,RS,Alecrim,6736,2 - 5001 até 10000
4300406,4 - Sul,43,RS,Alegrete,78003,5 - 50001 até 100000
4300455,4 - Sul,43,RS,Alegria,4037,1 - Até 5000
4300471,4 - Sul,43,RS,Almirante Tamandaré do Sul,2079,1 - Até 5000
4300505,4 - Sul,43,RS,Alpestre,7433,2 - 5001 até 10000
4300554,4 - Sul,43,RS,Alto Alegre,1803,1 - Até 5000
4300570,4 - Sul,43,RS,Alto Feliz,3040,1 - Até 5000
4300604,4 - Sul,43,RS,Alvorada,208177,6 - 100001 até 500000
4300638,4 - Sul,43,RS,Amaral Ferrador,6854,2 - 5001 até 10000
4300646,4 - Sul,43,RS,Ametista do Sul,7576,2 - 5001 até 10000
4300661,4 - Sul,43,RS,André da Rocha,1306,1 - Até 5000
4300703,4 - Sul,43,RS,Anta Gorda,6210,2 - 5001 até 10000
4300802,4 - Sul,43,RS,Antônio Prado,13306,3 - 10001 até 20000
4300851,4 - Sul,43,RS,Arambaré,3748,1 - Até 5000
4300877,4 - Sul,43,RS,Araricá,5395,2 - 5001 até 10000
4300901,4 - Sul,43,RS,Aratiba,6601,2 - 5001 até 10000
4301008,4 - Sul,43,RS,Arroio do Meio,20272,4 - 20001 até 50000
4301057,4 - Sul,43,RS,Arroio do Sal,9050,2 - 5001 até 10000
4301073,4 - Sul,43,RS,Arroio do Padre,2906,1 - Até 5000
4301107,4 - Sul,43,RS,Arroio dos Ratos,14255,3 - 10001 até 20000
4301206,4 - Sul,43,RS,Arroio do Tigre,13388,3 - 10001 até 20000
4301305,4 - Sul,43,RS,Arroio Grande,18922,3 - 10001 até 20000
4301404,4 - Sul,43,RS,Arvorezinha,10614,3 - 10001 até 20000
4301503,4 - Sul,43,RS,Augusto Pestana,7091,2 - 5001 até 10000
4301552,4 - Sul,43,RS,Áurea,3718,1 - Até 5000
4301602,4 - Sul,43,RS,Bagé,122209,6 - 100001 até 500000
4301636,4 - Sul,43,RS,Balneário Pinhal,12671,3 - 10001 até 20000
4301651,4 - Sul,43,RS,Barão,6109,2 - 5001 até 10000
4301701,4 - Sul,43,RS,Barão de Cotegipe,6763,2 - 5001 até 10000
4301750,4 - Sul,43,RS,Barão do Triunfo,7440,2 - 5001 até 10000
4301800,4 - Sul,43,RS,Barracão,5474,2 - 5001 até 10000
4301859,4 - Sul,43,RS,Barra do Guarita,3253,1 - Até 5000
4301875,4 - Sul,43,RS,Barra do Quaraí,4223,1 - Até 5000
4301909,4 - Sul,43,RS,Barra do Ribeiro,13365,3 - 10001 até 20000
4301925,4 - Sul,43,RS,Barra do Rio Azul,1915,1 - Até 5000
4301958,4 - Sul,43,RS,Barra Funda,2516,1 - Até 5000
4302006,4 - Sul,43,RS,Barros Cassal,11486,3 - 10001 até 20000
4302055,4 - Sul,43,RS,Benjamin Constant do Sul,2227,1 - Até 5000
4302105,4 - Sul,43,RS,Bento Gonçalves,115069,6 - 100001 até 500000
4302154,4 - Sul,43,RS,Boa Vista das Missões,2167,1 - Até 5000
4302204,4 - Sul,43,RS,Boa Vista do Buricá,6829,2 - 5001 até 10000
4302220,4 - Sul,43,RS,Boa Vista do Cadeado,2526,1 - Até 5000
4302238,4 - Sul,43,RS,Boa Vista do Incra,2579,1 - Até 5000
4302253,4 - Sul,43,RS,Boa Vista do Sul,2859,1 - Até 5000
4302303,4 - Sul,43,RS,Bom Jesus,11773,3 - 10001 até 20000
4302352,4 - Sul,43,RS,Bom Princípio,13189,3 - 10001 até 20000
4302378,4 - Sul,43,RS,Bom Progresso,2216,1 - Até 5000
4302402,4 - Sul,43,RS,Bom Retiro do Sul,12204,3 - 10001 até 20000
4302451,4 - Sul,43,RS,Boqueirão do Leão,7914,2 - 5001 até 10000
4302501,4 - Sul,43,RS,Bossoroca,6801,2 - 5001 até 10000
4302584,4 - Sul,43,RS,Bozano,2228,1 - Até 5000
4302600,4 - Sul,43,RS,Braga,3647,1 - Até 5000
4302659,4 - Sul,43,RS,Brochier,4996,1 - Até 5000
4302709,4 - Sul,43,RS,Butiá,21247,4 - 20001 até 50000
4302808,4 - Sul,43,RS,Caçapava do Sul,34634,4 - 20001 até 50000
4302907,4 - Sul,43,RS,Cacequi,13552,3 - 10001 até 20000
4303004,4 - Sul,43,RS,Cachoeira do Sul,85495,5 - 50001 até 100000
4303103,4 - Sul,43,RS,Cachoeirinha,127318,6 - 100001 até 500000
4303202,4 - Sul,43,RS,Cacique Doble,5100,2 - 5001 até 10000
4303301,4 - Sul,43,RS,Caibaté,5042,2 - 5001 até 10000
4303400,4 - Sul,43,RS,Caiçara,5064,2 - 5001 até 10000
4303509,4 - Sul,43,RS,Camaquã,66215,5 - 50001 até 100000
4303558,4 - Sul,43,RS,Camargo,2733,1 - Até 5000
4303608,4 - Sul,43,RS,Cambará do Sul,6680,2 - 5001 até 10000
4303673,4 - Sul,43,RS,Campestre da Serra,3407,1 - Até 5000
4303707,4 - Sul,43,RS,Campina das Missões,5994,2 - 5001 até 10000
4303806,4 - Sul,43,RS,Campinas do Sul,5641,2 - 5001 até 10000
4303905,4 - Sul,43,RS,Campo Bom,64914,5 - 50001 até 100000
4304002,4 - Sul,43,RS,Campo Novo,5161,2 - 5001 até 10000
4304101,4 - Sul,43,RS,Campos Borges,3514,1 - Até 5000
4304200,4 - Sul,43,RS,Candelária,31603,4 - 20001 até 50000
4304309,4 - Sul,43,RS,Cândido Godói,6567,2 - 5001 até 10000
4304358,4 - Sul,43,RS,Candiota,9406,2 - 5001 até 10000
4304408,4 - Sul,43,RS,Canela,43062,4 - 20001 até 50000
4304507,4 - Sul,43,RS,Canguçu,56103,5 - 50001 até 100000
4304606,4 - Sul,43,RS,Canoas,343853,6 - 100001 até 500000
4304614,4 - Sul,43,RS,Canudos do Vale,1817,1 - Até 5000
4304622,4 - Sul,43,RS,Capão Bonito do Sul,1758,1 - Até 5000
4304630,4 - Sul,43,RS,Capão da Canoa,48401,4 - 20001 até 50000
4304655,4 - Sul,43,RS,Capão do Cipó,3449,1 - Até 5000
4304663,4 - Sul,43,RS,Capão do Leão,25495,4 - 20001 até 50000
4304671,4 - Sul,43,RS,Capivari do Sul,4362,1 - Até 5000
4304689,4 - Sul,43,RS,Capela de Santana,11455,3 - 10001 até 20000
4304697,4 - Sul,43,RS,Capitão,2769,1 - Até 5000
4304705,4 - Sul,43,RS,Carazinho,62339,5 - 50001 até 100000
4304713,4 - Sul,43,RS,Caraá,7971,2 - 5001 até 10000
4304804,4 - Sul,43,RS,Carlos Barbosa,28091,4 - 20001 até 50000
4304853,4 - Sul,43,RS,Carlos Gomes,1547,1 - Até 5000
4304903,4 - Sul,43,RS,Casca,9079,2 - 5001 até 10000
4304952,4 - Sul,43,RS,Caseiros,3185,1 - Até 5000
4305009,4 - Sul,43,RS,Catuípe,9335,2 - 5001 até 10000
4305108,4 - Sul,43,RS,Caxias do Sul,483377,6 - 100001 até 500000
4305116,4 - Sul,43,RS,Centenário,3016,1 - Até 5000
4305124,4 - Sul,43,RS,Cerrito,6443,2 - 5001 até 10000
4305132,4 - Sul,43,RS,Cerro Branco,4694,1 - Até 5000
4305157,4 - Sul,43,RS,Cerro Grande,2437,1 - Até 5000
4305173,4 - Sul,43,RS,Cerro Grande do Sul,11486,3 - 10001 até 20000
4305207,4 - Sul,43,RS,Cerro Largo,14069,3 - 10001 até 20000
4305306,4 - Sul,43,RS,Chapada,9597,2 - 5001 até 10000
4305355,4 - Sul,43,RS,Charqueadas,38899,4 - 20001 até 50000
4305371,4 - Sul,43,RS,Charrua,3482,1 - Até 5000
4305405,4 - Sul,43,RS,Chiapetta,4026,1 - Até 5000
4305439,4 - Sul,43,RS,Chuí,6456,2 - 5001 até 10000
4305447,4 - Sul,43,RS,Chuvisca,5319,2 - 5001 até 10000
4305454,4 - Sul,43,RS,Cidreira,14710,3 - 10001 até 20000
4305504,4 - Sul,43,RS,Ciríaco,4983,1 - Até 5000
4305587,4 - Sul,43,RS,Colinas,2499,1 - Até 5000
4305603,4 - Sul,43,RS,Colorado,3478,1 - Até 5000
4305702,4 - Sul,43,RS,Condor,6836,2 - 5001 até 10000
4305801,4 - Sul,43,RS,Constantina,10109,3 - 10001 até 20000
4305835,4 - Sul,43,RS,Coqueiro Baixo,1559,1 - Até 5000
4305850,4 - Sul,43,RS,Coqueiros do Sul,2458,1 - Até 5000
4305871,4 - Sul,43,RS,Coronel Barros,2559,1 - Até 5000
4305900,4 - Sul,43,RS,Coronel Bicaco,7776,2 - 5001 até 10000
4305934,4 - Sul,43,RS,Coronel Pilar,1728,1 - Até 5000
4305959,4 - Sul,43,RS,Cotiporã,4000,1 - Até 5000
4305975,4 - Sul,43,RS,Coxilha,2876,1 - Até 5000
4306007,4 - Sul,43,RS,Crissiumal,14195,3 - 10001 até 20000
4306056,4 - Sul,43,RS,Cristal,7831,2 - 5001 até 10000
4306072,4 - Sul,43,RS,Cristal do Sul,2918,1 - Até 5000
4306106,4 - Sul,43,RS,Cruz Alta,63463,5 - 50001 até 100000
4306130,4 - Sul,43,RS,Cruzaltense,2059,1 - Até 5000
4306205,4 - Sul,43,RS,Cruzeiro do Sul,12258,3 - 10001 até 20000
4306304,4 - Sul,43,RS,David Canabarro,4844,1 - Até 5000
4306320,4 - Sul,43,RS,Derrubadas,3102,1 - Até 5000
4306353,4 - Sul,43,RS,Dezesseis de Novembro,2744,1 - Até 5000
4306379,4 - Sul,43,RS,Dilermando de Aguiar,3130,1 - Até 5000
4306403,4 - Sul,43,RS,Dois Irmãos,30753,4 - 20001 até 50000
4306429,4 - Sul,43,RS,Dois Irmãos das Missões,2158,1 - Até 5000
4306452,4 - Sul,43,RS,Dois Lajeados,3430,1 - Até 5000
4306502,4 - Sul,43,RS,Dom Feliciano,15279,3 - 10001 até 20000
4306551,4 - Sul,43,RS,Dom Pedro de Alcântara,2617,1 - Até 5000
4306601,4 - Sul,43,RS,Dom Pedrito,39822,4 - 20001 até 50000
4306700,4 - Sul,43,RS,Dona Francisca,3331,1 - Até 5000
4306734,4 - Sul,43,RS,Doutor Maurício Cardoso,5110,2 - 5001 até 10000
4306759,4 - Sul,43,RS,Doutor Ricardo,2071,1 - Até 5000
4306767,4 - Sul,43,RS,Eldorado do Sul,38581,4 - 20001 até 50000
4306809,4 - Sul,43,RS,Encantado,22128,4 - 20001 até 50000
4306908,4 - Sul,43,RS,Encruzilhada do Sul,25872,4 - 20001 até 50000
4306924,4 - Sul,43,RS,Engenho Velho,1340,1 - Até 5000
4306932,4 - Sul,43,RS,Entre-Ijuís,8981,2 - 5001 até 10000
4306957,4 - Sul,43,RS,Entre Rios do Sul,3035,1 - Até 5000
4306973,4 - Sul,43,RS,Erebango,3066,1 - Até 5000
4307005,4 - Sul,43,RS,Erechim,103437,6 - 100001 até 500000
4307054,4 - Sul,43,RS,Ernestina,3215,1 - Até 5000
4307104,4 - Sul,43,RS,Herval,6980,2 - 5001 até 10000
4307203,4 - Sul,43,RS,Erval Grande,5170,2 - 5001 até 10000
4307302,4 - Sul,43,RS,Erval Seco,7660,2 - 5001 até 10000
4307401,4 - Sul,43,RS,Esmeralda,3313,1 - Até 5000
4307450,4 - Sul,43,RS,Esperança do Sul,3204,1 - Até 5000
4307500,4 - Sul,43,RS,Espumoso,15843,3 - 10001 até 20000
4307559,4 - Sul,43,RS,Estação,6161,2 - 5001 até 10000
4307609,4 - Sul,43,RS,Estância Velha,47287,4 - 20001 até 50000
4307708,4 - Sul,43,RS,Esteio,84237,5 - 50001 até 100000
4307807,4 - Sul,43,RS,Estrela,33140,4 - 20001 até 50000
4307815,4 - Sul,43,RS,Estrela Velha,3745,1 - Até 5000
4307831,4 - Sul,43,RS,Eugênio de Castro,2699,1 - Até 5000
4307864,4 - Sul,43,RS,Fagundes Varela,2724,1 - Até 5000
4307906,4 - Sul,43,RS,Farroupilha,69542,5 - 50001 até 100000
4308003,4 - Sul,43,RS,Faxinal do Soturno,6867,2 - 5001 até 10000
4308052,4 - Sul,43,RS,Faxinalzinho,2523,1 - Até 5000
4308078,4 - Sul,43,RS,Fazenda Vilanova,4194,1 - Até 5000
4308102,4 - Sul,43,RS,Feliz,13273,3 - 10001 até 20000
4308201,4 - Sul,43,RS,Flores da Cunha,29603,4 - 20001 até 50000
4308250,4 - Sul,43,RS,Floriano Peixoto,1958,1 - Até 5000
4308300,4 - Sul,43,RS,Fontoura Xavier,10836,3 - 10001 até 20000
4308409,4 - Sul,43,RS,Formigueiro,7053,2 - 5001 até 10000
4308433,4 - Sul,43,RS,Forquetinha,2519,1 - Até 5000
4308458,4 - Sul,43,RS,Fortaleza dos Valos,4588,1 - Até 5000
4308508,4 - Sul,43,RS,Frederico Westphalen,30832,4 - 20001 até 50000
4308607,4 - Sul,43,RS,Garibaldi,33624,4 - 20001 até 50000
4308656,4 - Sul,43,RS,Garruchos,3182,1 - Até 5000
4308706,4 - Sul,43,RS,Gaurama,5878,2 - 5001 até 10000
4308805,4 - Sul,43,RS,General Câmara,8663,2 - 5001 até 10000
4308854,4 - Sul,43,RS,Gentil,1705,1 - Até 5000
4308904,4 - Sul,43,RS,Getúlio Vargas,16648,3 - 10001 até 20000
4309001,4 - Sul,43,RS,Giruá,17069,3 - 10001 até 20000
4309050,4 - Sul,43,RS,Glorinha,7654,2 - 5001 até 10000
4309100,4 - Sul,43,RS,Gramado,35047,4 - 20001 até 50000
4309126,4 - Sul,43,RS,Gramado dos Loureiros,2247,1 - Até 5000
4309159,4 - Sul,43,RS,Gramado Xavier,4251,1 - Até 5000
4309209,4 - Sul,43,RS,Gravataí,275146,6 - 100001 até 500000
4309258,4 - Sul,43,RS,Guabiju,1600,1 - Até 5000
4309308,4 - Sul,43,RS,Guaíba,99334,5 - 50001 até 100000
4309407,4 - Sul,43,RS,Guaporé,24836,4 - 20001 até 50000
4309506,4 - Sul,43,RS,Guarani das Missões,8080,2 - 5001 até 10000
4309555,4 - Sul,43,RS,Harmonia,4664,1 - Até 5000
4309571,4 - Sul,43,RS,Herveiras,3070,1 - Até 5000
4309605,4 - Sul,43,RS,Horizontina,19338,3 - 10001 até 20000
4309654,4 - Sul,43,RS,Hulha Negra,6561,2 - 5001 até 10000
4309704,4 - Sul,43,RS,Humaitá,4988,1 - Até 5000
4309753,4 - Sul,43,RS,Ibarama,4519,1 - Até 5000
4309803,4 - Sul,43,RS,Ibiaçá,4846,1 - Até 5000
4309902,4 - Sul,43,RS,Ibiraiaras,7458,2 - 5001 até 10000
4309951,4 - Sul,43,RS,Ibirapuitã,4155,1 - Até 5000
4310009,4 - Sul,43,RS,Ibirubá,20355,4 - 20001 até 50000
4310108,4 - Sul,43,RS,Igrejinha,34903,4 - 20001 até 50000
4310207,4 - Sul,43,RS,Ijuí,83330,5 - 50001 até 100000
4310306,4 - Sul,43,RS,Ilópolis,4202,1 - Até 5000
4310330,4 - Sul,43,RS,Imbé,20578,4 - 20001 até 50000
4310363,4 - Sul,43,RS,Imigrante,3157,1 - Até 5000
4310405,4 - Sul,43,RS,Independência,6598,2 - 5001 até 10000
4310413,4 - Sul,43,RS,Inhacorá,2312,1 - Até 5000
4310439,4 - Sul,43,RS,Ipê,6482,2 - 5001 até 10000
4310462,4 - Sul,43,RS,Ipiranga do Sul,1975,1 - Até 5000
4310504,4 - Sul,43,RS,Iraí,7921,2 - 5001 até 10000
4310538,4 - Sul,43,RS,Itaara,5384,2 - 5001 até 10000
4310553,4 - Sul,43,RS,Itacurubi,3552,1 - Até 5000
4310579,4 - Sul,43,RS,Itapuca,2295,1 - Até 5000
4310603,4 - Sul,43,RS,Itaqui,39012,4 - 20001 até 50000
4310652,4 - Sul,43,RS,Itati,2583,1 - Até 5000
4310702,4 - Sul,43,RS,Itatiba do Sul,3896,1 - Até 5000
4310751,4 - Sul,43,RS,Ivorá,2104,1 - Até 5000
4310801,4 - Sul,43,RS,Ivoti,22514,4 - 20001 até 50000
4310850,4 - Sul,43,RS,Jaboticaba,4082,1 - Até 5000
