CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
2205276,2 - Nordeste,22,PI,Jatobá do Piauí,4786,1 - Até 5000
2205300,2 - Nordeste,22,PI,Jerumenha,4384,1 - Até 5000
2205359,2 - Nordeste,22,PI,João Costa,2961,1 - Até 5000
2205409,2 - Nordeste,22,PI,Joaquim Pires,14123,3 - 10001 até 20000
2205458,2 - Nordeste,22,PI,Joca Marques,5350,2 - 5001 até 10000
2205508,2 - Nordeste,22,PI,José de Freitas,38550,4 - 20001 até 50000
2205516,2 - Nordeste,22,PI,Juazeiro do Piauí,5391,2 - 5001 até 10000
2205524,2 - Nordeste,22,PI,Júlio Borges,5534,2 - 5001 até 10000
2205532,2 - Nordeste,22,PI,Jurema,4683,1 - Até 5000
2205540,2 - Nordeste,22,PI,Lagoinha do Piauí,2796,1 - Até 5000
2205557,2 - Nordeste,22,PI,Lagoa Alegre,8395,2 - 5001 até 10000
2205565,2 - Nordeste,22,PI,Lagoa do Barro do Piauí,4582,1 - Até 5000
2205573,2 - Nordeste,22,PI,Lagoa de São Francisco,6646,2 - 5001 até 10000
2205581,2 - Nordeste,22,PI,Lagoa do Piauí,3996,1 - Até 5000
2205599,2 - Nordeste,22,PI,Lagoa do Sítio,5087,2 - 5001 até 10000
2205607,2 - Nordeste,22,PI,Landri Sales,5217,2 - 5001 até 10000
2205706,2 - Nordeste,22,PI,Luís Correia,29792,4 - 20001 até 50000
2205805,2 - Nordeste,22,PI,Luzilândia,25082,4 - 20001 até 50000
2205854,2 - Nordeste,22,PI,Madeiro,8170,2 - 5001 até 10000
2205904,2 - Nordeste,22,PI,Manoel Emídio,5266,2 - 5001 até 10000
2205953,2 - Nordeste,22,PI,Marcolândia,8342,2 - 5001 até 10000
2206001,2 - Nordeste,22,PI,Marcos Parente,4478,1 - Até 5000
2206050,2 - Nordeste,22,PI,Massapê do Piauí,6338,2 - 5001 até 10000
2206100,2 - Nordeste,22,PI,Matias Olímpio,10759,3 - 10001 até 20000
2206209,2 - Nordeste,22,PI,Miguel Alves,33209,4 - 20001 até 50000
2206308,2 - Nordeste,22,PI,Miguel Leão,1228,1 - Até 5000
2206357,2 - Nordeste,22,PI,Milton Brandão,6511,2 - 5001 até 10000
2206407,2 - Nordeste,22,PI,Monsenhor Gil,10409,3 - 10001 até 20000
2206506,2 - Nordeste,22,PI,Monsenhor Hipólito,7621,2 - 5001 até 10000
2206605,2 - Nordeste,22,PI,Monte Alegre do Piauí,10448,3 - 10001 até 20000
2206654,2 - Nordeste,22,PI,Morro Cabeça no Tempo,4066,1 - Até 5000
2206670,2 - Nordeste,22,PI,Morro do Chapéu do Piauí,6684,2 - 5001 até 10000
2206696,2 - Nordeste,22,PI,Murici dos Portelas,8997,2 - 5001 até 10000
2206704,2 - Nordeste,22,PI,Nazaré do Piauí,7231,2 - 5001 até 10000
2206720,2 - Nordeste,22,PI,Nazária,8425,2 - 5001 até 10000
2206753,2 - Nordeste,22,PI,Nossa Senhora de Nazaré,4786,1 - Até 5000
2206803,2 - Nordeste,22,PI,Nossa Senhora dos Remédios,8547,2 - 5001 até 10000
2206902,2 - Nordeste,22,PI,Novo Oriente do Piauí,6466,2 - 5001 até 10000
2206951,2 - Nordeste,22,PI,Novo Santo Antônio,2940,1 - Até 5000
2207009,2 - Nordeste,22,PI,Oeiras,36432,4 - 20001 até 50000
2207108,2 - Nordeste,22,PI,Olho DÁgua do Piauí,2417,1 - Até 5000
2207207,2 - Nordeste,22,PI,Padre Marcos,6758,2 - 5001 até 10000
2207306,2 - Nordeste,22,PI,Paes Landim,4065,1 - Até 5000
2207355,2 - Nordeste,22,PI,Pajeú do Piauí,3333,1 - Até 5000
2207405,2 - Nordeste,22,PI,Palmeira do Piauí,4967,1 - Até 5000
2207504,2 - Nordeste,22,PI,Palmeirais,14295,3 - 10001 até 20000
2207553,2 - Nordeste,22,PI,Paquetá,3886,1 - Até 5000
2207603,2 - Nordeste,22,PI,Parnaguá,10613,3 - 10001 até 20000
2207702,2 - Nordeste,22,PI,Parnaíba,150547,6 - 100001 até 500000
2207751,2 - Nordeste,22,PI,Passagem Franca do Piauí,4500,1 - Até 5000
2207777,2 - Nordeste,22,PI,Patos do Piauí,6288,2 - 5001 até 10000
2207793,2 - Nordeste,22,PI,Pau DArco do Piauí,3975,1 - Até 5000
2207801,2 - Nordeste,22,PI,Paulistana,20192,4 - 20001 até 50000
2207850,2 - Nordeste,22,PI,Pavussu,3623,1 - Até 5000
2207900,2 - Nordeste,22,PI,Pedro II,38127,4 - 20001 até 50000
2207934,2 - Nordeste,22,PI,Pedro Laurentino,2495,1 - Até 5000
2207959,2 - Nordeste,22,PI,Nova Santa Rita,4302,1 - Até 5000
2208007,2 - Nordeste,22,PI,Picos,76928,5 - 50001 até 100000
2208106,2 - Nordeste,22,PI,Pimenteiras,11935,3 - 10001 até 20000
2208205,2 - Nordeste,22,PI,Pio IX,18125,3 - 10001 até 20000
2208304,2 - Nordeste,22,PI,Piracuruca,28312,4 - 20001 até 50000
2208403,2 - Nordeste,22,PI,Piripiri,62733,5 - 50001 até 100000
2208502,2 - Nordeste,22,PI,Porto,12358,3 - 10001 até 20000
2208551,2 - Nordeste,22,PI,Porto Alegre do Piauí,2664,1 - Até 5000
2208601,2 - Nordeste,22,PI,Prata do Piauí,3103,1 - Até 5000
2208650,2 - Nordeste,22,PI,Queimada Nova,8842,2 - 5001 até 10000
2208700,2 - Nordeste,22,PI,Redenção do Gurguéia,8634,2 - 5001 até 10000
2208809,2 - Nordeste,22,PI,Regeneração,17698,3 - 10001 até 20000
2208858,2 - Nordeste,22,PI,Riacho Frio,4246,1 - Até 5000
2208874,2 - Nordeste,22,PI,Ribeira do Piauí,4403,1 - Até 5000
2208908,2 - Nordeste,22,PI,Ribeiro Gonçalves,7214,2 - 5001 até 10000
2209005,2 - Nordeste,22,PI,Rio Grande do Piauí,6331,2 - 5001 até 10000
2209104,2 - Nordeste,22,PI,Santa Cruz do Piauí,6140,2 - 5001 até 10000
2209153,2 - Nordeste,22,PI,Santa Cruz dos Milagres,3952,1 - Até 5000
2209203,2 - Nordeste,22,PI,Santa Filomena,6156,2 - 5001 até 10000
2209302,2 - Nordeste,22,PI,Santa Luz,5761,2 - 5001 até 10000
2209351,2 - Nordeste,22,PI,Santana do Piauí,4559,1 - Até 5000
2209377,2 - Nordeste,22,PI,Santa Rosa do Piauí,5175,2 - 5001 até 10000
2209401,2 - Nordeste,22,PI,Santo Antônio de Lisboa,6305,2 - 5001 até 10000
2209450,2 - Nordeste,22,PI,Santo Antônio dos Milagres,2125,1 - Até 5000
2209500,2 - Nordeste,22,PI,Santo Inácio do Piauí,3731,1 - Até 5000
2209559,2 - Nordeste,22,PI,São Braz do Piauí,4377,1 - Até 5000
2209609,2 - Nordeste,22,PI,São Félix do Piauí,2901,1 - Até 5000
2209658,2 - Nordeste,22,PI,São Francisco de Assis do Piauí,5657,2 - 5001 até 10000
2209708,2 - Nordeste,22,PI,São Francisco do Piauí,6324,2 - 5001 até 10000
2209757,2 - Nordeste,22,PI,São Gonçalo do Gurguéia,2988,1 - Até 5000
2209807,2 - Nordeste,22,PI,São Gonçalo do Piauí,4931,1 - Até 5000
2209856,2 - Nordeste,22,PI,São João da Canabrava,4534,1 - Até 5000
2209872,2 - Nordeste,22,PI,São João da Fronteira,5938,2 - 5001 até 10000
2209906,2 - Nordeste,22,PI,São João da Serra,6050,2 - 5001 até 10000
2209955,2 - Nordeste,22,PI,São João da Varjota,4762,1 - Até 5000
2209971,2 - Nordeste,22,PI,São João do Arraial,7847,2 - 5001 até 10000
2210003,2 - Nordeste,22,PI,São João do Piauí,20258,4 - 20001 até 50000
2210052,2 - Nordeste,22,PI,São José do Divino,5260,2 - 5001 até 10000
2210102,2 - Nordeste,22,PI,São José do Peixe,3689,1 - Até 5000
2210201,2 - Nordeste,22,PI,São José do Piauí,6602,2 - 5001 até 10000
2210300,2 - Nordeste,22,PI,São Julião,6261,2 - 5001 até 10000
2210359,2 - Nordeste,22,PI,São Lourenço do Piauí,4501,1 - Até 5000
2210375,2 - Nordeste,22,PI,São Luis do Piauí,2602,1 - Até 5000
2210383,2 - Nordeste,22,PI,São Miguel da Baixa Grande,2413,1 - Até 5000
2210391,2 - Nordeste,22,PI,São Miguel do Fidalgo,2991,1 - Até 5000
2210409,2 - Nordeste,22,PI,São Miguel do Tapuio,17395,3 - 10001 até 20000
2210508,2 - Nordeste,22,PI,São Pedro do Piauí,14056,3 - 10001 até 20000
2210607,2 - Nordeste,22,PI,São Raimundo Nonato,34109,4 - 20001 até 50000
2210623,2 - Nordeste,22,PI,Sebastião Barros,3421,1 - Até 5000
2210631,2 - Nordeste,22,PI,Sebastião Leal,4224,1 - Até 5000
2210656,2 - Nordeste,22,PI,Sigefredo Pacheco,9880,2 - 5001 até 10000
2210706,2 - Nordeste,22,PI,Simões,14398,3 - 10001 até 20000
2210805,2 - Nordeste,22,PI,Simplício Mendes,12488,3 - 10001 até 20000
2210904,2 - Nordeste,22,PI,Socorro do Piauí,4500,1 - Até 5000
2210938,2 - Nordeste,22,PI,Sussuapara,6612,2 - 5001 até 10000
2210953,2 - Nordeste,22,PI,Tamboril do Piauí,2870,1 - Até 5000
2210979,2 - Nordeste,22,PI,Tanque do Piauí,2719,1 - Até 5000
2211001,2 - Nordeste,22,PI,Teresina,850198,7 - Maior que 500000
2211100,2 - Nordeste,22,PI,União,43761,4 - 20001 até 50000
2211209,2 - Nordeste,22,PI,Uruçuí,21188,4 - 20001 até 50000
2211308,2 - Nordeste,22,PI,Valença do Piauí,20588,4 - 20001 até 50000
2211357,2 - Nordeste,22,PI,Várzea Branca,4873,1 - Até 5000
2211407,2 - Nordeste,22,PI,Várzea Grande,4325,1 - Até 5000
2211506,2 - Nordeste,22,PI,Vera Mendes,3029,1 - Até 5000
2211605,2 - Nordeste,22,PI,Vila Nova do Piauí,2931,1 - Até 5000
2211704,2 - Nordeste,22,PI,Wall Ferraz,4390,1 - Até 5000
2300101,2 - Nordeste,23,CE,Abaiara,11605,3 - 10001 até 20000
2300150,2 - Nordeste,23,CE,Acarape,16543,3 - 10001 até 20000
2300200,2 - Nordeste,23,CE,Acaraú,62199,5 - 50001 até 100000
2300309,2 - Nordeste,23,CE,Acopiara,53572,5 - 50001 até 100000
2300408,2 - Nordeste,23,CE,Aiuaba,17194,3 - 10001 até 20000
2300507,2 - Nordeste,23,CE,Alcântaras,11459,3 - 10001 até 20000
2300606,2 - Nordeste,23,CE,Altaneira,7479,2 - 5001 até 10000
2300705,2 - Nordeste,23,CE,Alto Santo,16976,3 - 10001 até 20000
2300754,2 - Nordeste,23,CE,Amontada,42901,4 - 20001 até 50000
2300804,2 - Nordeste,23,CE,Antonina do Norte,7278,2 - 5001 até 10000
2300903,2 - Nordeste,23,CE,Apuiarés,14719,3 - 10001 até 20000
2301000,2 - Nordeste,23,CE,Aquiraz,79128,5 - 50001 até 100000
2301109,2 - Nordeste,23,CE,Aracati,73629,5 - 50001 até 100000
2301208,2 - Nordeste,23,CE,Aracoiaba,26269,4 - 20001 até 50000
2301257,2 - Nordeste,23,CE,Ararendá,10823,3 - 10001 até 20000
2301307,2 - Nordeste,23,CE,Araripe,21398,4 - 20001 até 50000
2301406,2 - Nordeste,23,CE,Aratuba,11244,3 - 10001 até 20000
2301505,2 - Nordeste,23,CE,Arneiroz,7777,2 - 5001 até 10000
2301604,2 - Nordeste,23,CE,Assaré,23254,4 - 20001 até 50000
2301703,2 - Nordeste,23,CE,Aurora,24496,4 - 20001 até 50000
2301802,2 - Nordeste,23,CE,Baixio,6228,2 - 5001 até 10000
2301851,2 - Nordeste,23,CE,Banabuiú,18027,3 - 10001 até 20000
2301901,2 - Nordeste,23,CE,Barbalha,59811,5 - 50001 até 100000
2301950,2 - Nordeste,23,CE,Barreira,20978,4 - 20001 até 50000
2302008,2 - Nordeste,23,CE,Barro,22440,4 - 20001 até 50000
2302057,2 - Nordeste,23,CE,Barroquinha,14880,3 - 10001 até 20000
2302107,2 - Nordeste,23,CE,Baturité,35351,4 - 20001 até 50000
2302206,2 - Nordeste,23,CE,Beberibe,53110,5 - 50001 até 100000
2302305,2 - Nordeste,23,CE,Bela Cruz,32378,4 - 20001 até 50000
2302404,2 - Nordeste,23,CE,Boa Viagem,54049,5 - 50001 até 100000
2302503,2 - Nordeste,23,CE,Brejo Santo,48830,4 - 20001 até 50000
2302602,2 - Nordeste,23,CE,Camocim,62985,5 - 50001 até 100000
2302701,2 - Nordeste,23,CE,Campos Sales,27209,4 - 20001 até 50000
2302800,2 - Nordeste,23,CE,Canindé,77514,5 - 50001 até 100000
2302909,2 - Nordeste,23,CE,Capistrano,17668,3 - 10001 até 20000
2303006,2 - Nordeste,23,CE,Caridade,22320,4 - 20001 até 50000
2303105,2 - Nordeste,23,CE,Cariré,18660,3 - 10001 até 20000
2303204,2 - Nordeste,23,CE,Caririaçu,26892,4 - 20001 até 50000
2303303,2 - Nordeste,23,CE,Cariús,18804,3 - 10001 até 20000
2303402,2 - Nordeste,23,CE,Carnaubal,17631,3 - 10001 até 20000
2303501,2 - Nordeste,23,CE,Cascavel,71079,5 - 50001 até 100000
2303600,2 - Nordeste,23,CE,Catarina,20451,4 - 20001 até 50000
2303659,2 - Nordeste,23,CE,Catunda,10365,3 - 10001 até 20000
2303709,2 - Nordeste,23,CE,Caucaia,362223,6 - 100001 até 500000
2303808,2 - Nordeste,23,CE,Cedro,25063,4 - 20001 até 50000
2303907,2 - Nordeste,23,CE,Chaval,12952,3 - 10001 até 20000
2303931,2 - Nordeste,23,CE,Choró,13384,3 - 10001 até 20000
2303956,2 - Nordeste,23,CE,Chorozinho,19197,3 - 10001 até 20000
2304004,2 - Nordeste,23,CE,Coreaú,23107,4 - 20001 até 50000
2304103,2 - Nordeste,23,CE,Crateús,74426,5 - 50001 até 100000
2304202,2 - Nordeste,23,CE,Crato,130604,6 - 100001 até 500000
2304236,2 - Nordeste,23,CE,Croatá,17874,3 - 10001 até 20000
2304251,2 - Nordeste,23,CE,Cruz,23983,4 - 20001 até 50000
2304269,2 - Nordeste,23,CE,Deputado Irapuan Pinheiro,9521,2 - 5001 até 10000
2304277,2 - Nordeste,23,CE,Ererê,7163,2 - 5001 até 10000
2304285,2 - Nordeste,23,CE,Eusébio,52667,5 - 50001 até 100000
2304301,2 - Nordeste,23,CE,Farias Brito,18720,3 - 10001 até 20000
2304350,2 - Nordeste,23,CE,Forquilha,24047,4 - 20001 até 50000
2304400,2 - Nordeste,23,CE,Fortaleza,2627482,7 - Maior que 500000
2304459,2 - Nordeste,23,CE,Fortim,16272,3 - 10001 até 20000
2304509,2 - Nordeste,23,CE,Frecheirinha,13669,3 - 10001 até 20000
2304608,2 - Nordeste,23,CE,General Sampaio,6922,2 - 5001 até 10000
2304657,2 - Nordeste,23,CE,Graça,15307,3 - 10001 até 20000
2304707,2 - Nordeste,23,CE,Granja,54365,5 - 50001 até 100000
2304806,2 - Nordeste,23,CE,Granjeiro,4425,1 - Até 5000
2304905,2 - Nordeste,23,CE,Groaíras,11012,3 - 10001 até 20000
2304954,2 - Nordeste,23,CE,Guaiúba,26331,4 - 20001 até 50000
2305001,2 - Nordeste,23,CE,Guaraciaba do Norte,39445,4 - 20001 até 50000
2305100,2 - Nordeste,23,CE,Guaramiranga,3547,1 - Até 5000
2305209,2 - Nordeste,23,CE,Hidrolândia,20215,4 - 20001 até 50000
2305233,2 - Nordeste,23,CE,Horizonte,65928,5 - 50001 até 100000
2305266,2 - Nordeste,23,CE,Ibaretama,13218,3 - 10001 até 20000
2305308,2 - Nordeste,23,CE,Ibiapina,24825,4 - 20001 até 50000
2305332,2 - Nordeste,23,CE,Ibicuitinga,12350,3 - 10001 até 20000
2305357,2 - Nordeste,23,CE,Icapuí,19685,3 - 10001 até 20000
2305407,2 - Nordeste,23,CE,Icó,67486,5 - 50001 até 100000
2305506,2 - Nordeste,23,CE,Iguatu,102614,6 - 100001 até 500000
2305605,2 - Nordeste,23,CE,Independência,25967,4 - 20001 até 50000
2305654,2 - Nordeste,23,CE,Ipaporanga,11499,3 - 10001 até 20000
2305704,2 - Nordeste,23,CE,Ipaumirim,12349,3 - 10001 até 20000
2305803,2 - Nordeste,23,CE,Ipu,41576,4 - 20001 até 50000
2305902,2 - Nordeste,23,CE,Ipueiras,37896,4 - 20001 até 50000
2306009,2 - Nordeste,23,CE,Iracema,14125,3 - 10001 até 20000
2306108,2 - Nordeste,23,CE,Irauçuba,23858,4 - 20001 até 50000
2306207,2 - Nordeste,23,CE,Itaiçaba,7738,2 - 5001 até 10000
2306256,2 - Nordeste,23,CE,Itaitinga,39310,4 - 20001 até 50000
2306306,2 - Nordeste,23,CE,Itapajé,51945,5 - 50001 até 100000
2306405,2 - Nordeste,23,CE,Itapipoca,127465,6 - 100001 até 500000
2306504,2 - Nordeste,23,CE,Itapiúna,20014,4 - 20001 até 50000
2306553,2 - Nordeste,23,CE,Itarema,41230,4 - 20001 até 50000
2306603,2 - Nordeste,23,CE,Itatira,20675,4 - 20001 até 50000
2306702,2 - Nordeste,23,CE,Jaguaretama,17958,3 - 10001 até 20000
2306801,2 - Nordeste,23,CE,Jaguaribara,11295,3 - 10001 até 20000
2306900,2 - Nordeste,23,CE,Jaguaribe,34448,4 - 20001 até 50000
2307007,2 - Nordeste,23,CE,Jaguaruana,33740,4 - 20001 até 50000
2307106,2 - Nordeste,23,CE,Jardim,27076,4 - 20001 até 50000
2307205,2 - Nordeste,23,CE,Jati,7847,2 - 5001 até 10000
2307254,2 - Nordeste,23,CE,Jijoca de Jericoacoara,19510,3 - 10001 até 20000
2307304,2 - Nordeste,23,CE,Juazeiro do Norte,270383,6 - 100001 até 500000
2307403,2 - Nordeste,23,CE,Jucás,24597,4 - 20001 até 50000
2307502,2 - Nordeste,23,CE,Lavras da Mangabeira,31335,4 - 20001 até 50000
2307601,2 - Nordeste,23,CE,Limoeiro do Norte,58915,5 - 50001 até 100000
2307635,2 - Nordeste,23,CE,Madalena,19800,3 - 10001 até 20000
2307650,2 - Nordeste,23,CE,Maracanaú,224804,6 - 100001 até 500000
2307700,2 - Nordeste,23,CE,Maranguape,126486,6 - 100001 até 500000
2307809,2 - Nordeste,23,CE,Marco,26981,4 - 20001 até 50000
2307908,2 - Nordeste,23,CE,Martinópole,11082,3 - 10001 até 20000
2308005,2 - Nordeste,23,CE,Massapê,38210,4 - 20001 até 50000
2308104,2 - Nordeste,23,CE,Mauriti,46548,4 - 20001 até 50000
2308203,2 - Nordeste,23,CE,Meruoca,14948,3 - 10001 até 20000
2308302,2 - Nordeste,23,CE,Milagres,28231,4 - 20001 até 50000
2308351,2 - Nordeste,23,CE,Milhã,13136,3 - 10001 até 20000
2308377,2 - Nordeste,23,CE,Miraíma,13583,3 - 10001 até 20000
2308401,2 - Nordeste,23,CE,Missão Velha,35409,4 - 20001 até 50000
2308500,2 - Nordeste,23,CE,Mombaça,43735,4 - 20001 até 50000
2308609,2 - Nordeste,23,CE,Monsenhor Tabosa,17038,3 - 10001 até 20000
2308708,2 - Nordeste,23,CE,Morada Nova,61548,5 - 50001 até 100000
2308807,2 - Nordeste,23,CE,Moraújo,8636,2 - 5001 até 10000
2308906,2 - Nordeste,23,CE,Morrinhos,22222,4 - 20001 até 50000
2309003,2 - Nordeste,23,CE,Mucambo,14377,3 - 10001 até 20000
2309102,2 - Nordeste,23,CE,Mulungu,12831,3 - 10001 até 20000
2309201,2 - Nordeste,23,CE,Nova Olinda,15433,3 - 10001 até 20000
2309300,2 - Nordeste,23,CE,Nova Russas,32035,4 - 20001 até 50000
2309409,2 - Nordeste,23,CE,Novo Oriente,28353,4 - 20001 até 50000
2309458,2 - Nordeste,23,CE,Ocara,25394,4 - 20001 até 50000
2309508,2 - Nordeste,23,CE,Orós,21292,4 - 20001 até 50000
2309607,2 - Nordeste,23,CE,Pacajus,70911,5 - 50001 até 100000
2309706,2 - Nordeste,23,CE,Pacatuba,82824,5 - 50001 até 100000
2309805,2 - Nordeste,23,CE,Pacoti,11960,3 - 10001 até 20000
2309904,2 - Nordeste,23,CE,Pacujá,6202,2 - 5001 até 10000
2310001,2 - Nordeste,23,CE,Palhano,9285,2 - 5001 até 10000
2310100,2 - Nordeste,23,CE,Palmácia,13145,3 - 10001 até 20000
2310209,2 - Nordeste,23,CE,Paracuru,33894,4 - 20001 até 50000
2310258,2 - Nordeste,23,CE,Paraipaba,32515,4 - 20001 até 50000
2310308,2 - Nordeste,23,CE,Parambu,31137,4 - 20001 até 50000
2310407,2 - Nordeste,23,CE,Paramoti,11578,3 - 10001 até 20000
2310506,2 - Nordeste,23,CE,Pedra Branca,42841,4 - 20001 até 50000
2310605,2 - Nordeste,23,CE,Penaforte,8956,2 - 5001 até 10000
2310704,2 - Nordeste,23,CE,Pentecoste,37077,4 - 20001 até 50000
2310803,2 - Nordeste,23,CE,Pereiro,16163,3 - 10001 até 20000
2310852,2 - Nordeste,23,CE,Pindoretama,20644,4 - 20001 até 50000
2310902,2 - Nordeste,23,CE,Piquet Carneiro,16731,3 - 10001 até 20000
2310951,2 - Nordeste,23,CE,Pires Ferreira,10784,3 - 10001 até 20000
2311009,2 - Nordeste,23,CE,Poranga,12243,3 - 10001 até 20000
2311108,2 - Nordeste,23,CE,Porteiras,14921,3 - 10001 até 20000
2311207,2 - Nordeste,23,CE,Potengi,10918,3 - 10001 até 20000
2311231,2 - Nordeste,23,CE,Potiretama,6356,2 - 5001 até 10000
2311264,2 - Nordeste,23,CE,Quiterianópolis,20860,4 - 20001 até 50000
2311306,2 - Nordeste,23,CE,Quixadá,86605,5 - 50001 até 100000
2311355,2 - Nordeste,23,CE,Quixelô,14860,3 - 10001 até 20000
2311405,2 - Nordeste,23,CE,Quixeramobim,78658,5 - 50001 até 100000
2311504,2 - Nordeste,23,CE,Quixeré,21876,4 - 20001 até 50000
2311603,2 - Nordeste,23,CE,Redenção,27441,4 - 20001 até 50000
2311702,2 - Nordeste,23,CE,Reriutaba,18769,3 - 10001 até 20000
2311801,2 - Nordeste,23,CE,Russas,76475,5 - 50001 até 100000
2311900,2 - Nordeste,23,CE,Saboeiro,15678,3 - 10001 até 20000
2311959,2 - Nordeste,23,CE,Salitre,16331,3 - 10001 até 20000
2312007,2 - Nordeste,23,CE,Santana do Acaraú,32023,4 - 20001 até 50000
2312106,2 - Nordeste,23,CE,Santana do Cariri,17489,3 - 10001 até 20000
2312205,2 - Nordeste,23,CE,Santa Quitéria,43360,4 - 20001 até 50000
2312304,2 - Nordeste,23,CE,São Benedito,46648,4 - 20001 até 50000
2312403,2 - Nordeste,23,CE,São Gonçalo do Amarante,48265,4 - 20001 até 50000
2312502,2 - Nordeste,23,CE,São João do Jaguaribe,7621,2 - 5001 até 10000
2312601,2 - Nordeste,23,CE,São Luís do Curu,12849,3 - 10001 até 20000
2312700,2 - Nordeste,23,CE,Senador Pompeu,26447,4 - 20001 até 50000
2312809,2 - Nordeste,23,CE,Senador Sá,7513,2 - 5001 até 10000
2312908,2 - Nordeste,23,CE,Sobral,205529,6 - 100001 até 500000
2313005,2 - Nordeste,23,CE,Solonópole,18158,3 - 10001 até 20000
2313104,2 - Nordeste,23,CE,Tabuleiro do Norte,30489,4 - 20001 até 50000
2313203,2 - Nordeste,23,CE,Tamboril,25525,4 - 20001 até 50000
2313252,2 - Nordeste,23,CE,Tarrafas,8852,2 - 5001 até 10000
2313302,2 - Nordeste,23,CE,Tauá,58119,5 - 50001 até 100000
2313351,2 - Nordeste,23,CE,Tejuçuoca,18902,3 - 10001 até 20000
2313401,2 - Nordeste,23,CE,Tianguá,74719,5 - 50001 até 100000
2313500,2 - Nordeste,23,CE,Trairi,55207,5 - 50001 até 100000
2313559,2 - Nordeste,23,CE,Tururu,15935,3 - 10001 até 20000
2313609,2 - Nordeste,23,CE,Ubajara,34332,4 - 20001 até 50000
2313708,2 - Nordeste,23,CE,Umari,7671,2 - 5001 até 10000
2313757,2 - Nordeste,23,CE,Umirim,19679,3 - 10001 até 20000
2313807,2 - Nordeste,23,CE,Uruburetama,21609,4 - 20001 até 50000
2313906,2 - Nordeste,23,CE,Uruoca,13677,3 - 10001 até 20000
2313955,2 - Nordeste,23,CE,Varjota,18239,3 - 10001 até 20000
2314003,2 - Nordeste,23,CE,Várzea Alegre,40440,4 - 20001 até 50000
2314102,2 - Nordeste,23,CE,Viçosa do Ceará,60030,5 - 50001 até 100000
2400109,2 - Nordeste,24,RN,Acari,11333,3 - 10001 até 20000
2400208,2 - Nordeste,24,RN,Açu,58183,5 - 50001 até 100000
2400307,2 - Nordeste,24,RN,Afonso Bezerra,11211,3 - 10001 até 20000
2400406,2 - Nordeste,24,RN,Água Nova,3260,1 - Até 5000
2400505,2 - Nordeste,24,RN,Alexandria,13827,3 - 10001 até 20000
2400604,2 - Nordeste,24,RN,Almino Afonso,4854,1 - Até 5000
2400703,2 - Nordeste,24,RN,Alto do Rodrigues,14365,3 - 10001 até 20000
2400802,2 - Nordeste,24,RN,Angicos,11909,3 - 10001 até 20000
2400901,2 - Nordeste,24,RN,Antônio Martins,7237,2 - 5001 até 10000
2401008,2 - Nordeste,24,RN,Apodi,36323,4 - 20001 até 50000
2401107,2 - Nordeste,24,RN,Areia Branca,27401,4 - 20001 até 50000
2401206,2 - Nordeste,24,RN,Arês,14307,3 - 10001 até 20000
2401305,2 - Nordeste,24,RN,Augusto Severo,9768,2 - 5001 até 10000
2401404,2 - Nordeste,24,RN,Baía Formosa,9309,2 - 5001 até 10000
2401453,2 - Nordeste,24,RN,Baraúna,28085,4 - 20001 até 50000
2401503,2 - Nordeste,24,RN,Barcelona,4064,1 - Até 5000
2401602,2 - Nordeste,24,RN,Bento Fernandes,5527,2 - 5001 até 10000
2401651,2 - Nordeste,24,RN,Bodó,2307,1 - Até 5000
2401701,2 - Nordeste,24,RN,Bom Jesus,10254,3 - 10001 até 20000
2401800,2 - Nordeste,24,RN,Brejinho,12720,3 - 10001 até 20000
2401859,2 - Nordeste,24,RN,Caiçara do Norte,6624,2 - 5001 até 10000
2401909,2 - Nordeste,24,RN,Caiçara do Rio do Vento,3680,1 - Até 5000
2402006,2 - Nordeste,24,RN,Caicó,68222,5 - 50001 até 100000
2402105,2 - Nordeste,24,RN,Campo Redondo,11244,3 - 10001 até 20000
2402204,2 - Nordeste,24,RN,Canguaretama,34267,4 - 20001 até 50000
2402303,2 - Nordeste,24,RN,Caraúbas,20707,4 - 20001 até 50000
2402402,2 - Nordeste,24,RN,Carnaúba dos Dantas,8188,2 - 5001 até 10000
2402501,2 - Nordeste,24,RN,Carnaubais,10715,3 - 10001 até 20000
2402600,2 - Nordeste,24,RN,Ceará-Mirim,73849,5 - 50001 até 100000
2402709,2 - Nordeste,24,RN,Cerro Corá,11344,3 - 10001 até 20000
2402808,2 - Nordeste,24,RN,Coronel Ezequiel,5593,2 - 5001 até 10000
2402907,2 - Nordeste,24,RN,Coronel João Pessoa,4980,1 - Até 5000
2403004,2 - Nordeste,24,RN,Cruzeta,8147,2 - 5001 até 10000
2403103,2 - Nordeste,24,RN,Currais Novos,45228,4 - 20001 até 50000
2403202,2 - Nordeste,24,RN,Doutor Severiano,7190,2 - 5001 até 10000
2403251,2 - Nordeste,24,RN,Parnamirim,254709,6 - 100001 até 500000
2403301,2 - Nordeste,24,RN,Encanto,5666,2 - 5001 até 10000
2403400,2 - Nordeste,24,RN,Equador,6119,2 - 5001 até 10000
2403509,2 - Nordeste,24,RN,Espírito Santo,10702,3 - 10001 até 20000
2403608,2 - Nordeste,24,RN,Extremoz,28331,4 - 20001 até 50000
2403707,2 - Nordeste,24,RN,Felipe Guerra,6052,2 - 5001 até 10000
